NUMSECCENS;En alquiler;En propiedad;Otro régimen de tenencia
2017.0;0.02702702702702703;0.9391891891891891;0.033783783783783786
2026.0;0.10919540229885058;0.8563218390804598;0.034482758620689655
2050.0;0.1144578313253012;0.8192771084337349;0.06626506024096386
5002.0;0.4951923076923077;0.4519230769230769;0.052884615384615384
6001.0;0.15053763440860216;0.7849462365591398;0.06451612903225806
6024.0;0.08133971291866028;0.8181818181818182;0.10047846889952153
7023.0;0.04395604395604396;0.8956043956043956;0.06043956043956044
7030.0;0.058823529411764705;0.9313725490196079;0.00980392156862745
7034.0;0.27058823529411763;0.6647058823529411;0.06470588235294118
7048.0;0.12429378531073447;0.8135593220338984;0.062146892655367235
7082.0;0.0;0.888268156424581;0.11173184357541899
7090.0;0.07142857142857142;0.7380952380952381;0.19047619047619047
7092.0;0.13692946058091288;0.8008298755186722;0.06224066390041494
8006.0;0.0;0.984251968503937;0.015748031496062992
8010.0;0.07058823529411765;0.8705882352941177;0.058823529411764705
8018.0;0.22826086956521738;0.7282608695652174;0.043478260869565216
8033.0;0.18055555555555555;0.7870370370370371;0.032407407407407406
8035.0;0.053475935828877004;0.9144385026737968;0.03208556149732621
8042.0;0.024844720496894408;0.9440993788819876;0.031055900621118012
8043.0;0.032432432432432434;0.9135135135135135;0.05405405405405406
8044.0;0.1509433962264151;0.8176100628930818;0.031446540880503145
8052.0;0.19327731092436976;0.7899159663865546;0.01680672268907563
8054.0;0.029197080291970802;0.8905109489051095;0.08029197080291971
8056.0;0.09004739336492891;0.8625592417061612;0.04739336492890995
8058.0;0.09740259740259741;0.8831168831168831;0.01948051948051948
8061.0;0.1;0.8809523809523809;0.01904761904761905
8063.0;0.012345679012345678;0.9506172839506173;0.037037037037037035
8065.0;0.37;0.61;0.02
9003.0;0.08333333333333333;0.7948717948717948;0.12179487179487179
9007.0;0.2602040816326531;0.6887755102040817;0.05102040816326531
9011.0;0.09285714285714286;0.8428571428571429;0.06428571428571428
9052.0;0.10344827586206896;0.8160919540229885;0.08045977011494253
9056.0;0.20454545454545456;0.7613636363636364;0.03409090909090909
9083.0;0.04411764705882353;0.9117647058823529;0.04411764705882353
10001.0;0.24571428571428572;0.7028571428571428;0.05142857142857143
10003.0;0.06735751295336788;0.9015544041450777;0.031088082901554404
10016.0;0.18471337579617833;0.7197452229299363;0.09554140127388536
10034.0;0.13142857142857142;0.7828571428571428;0.08571428571428572
10066.0;0.07142857142857142;0.8736263736263736;0.054945054945054944
11002.0;0.0;0.9811320754716981;0.018867924528301886
11006.0;0.09944751381215469;0.7624309392265194;0.13812154696132597
11007.0;0.12650602409638553;0.8493975903614458;0.024096385542168676
11008.0;0.05855855855855856;0.918918918918919;0.02252252252252252
